Neighbourhood Cleansed,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Guests Included,Extra People,Price_log
Concepción,Apartment,Private room,1,1.0,0.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,Dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room",13.0,1,0,2.639057329615259
San Juan Bautista,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Pets live on this property,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",50.0,1,0,3.9318256327243257
Costillares,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",21.0,1,0,3.091042453358316
Costillares,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",70.0,1,0,4.2626798770413155
Pinar del Rey,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Free parking on premises,Elevator in building,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",38.0,1,0,3.6635616461296463
Pinar del Rey,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Wheelchair accessible,Pool,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Safety card,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,2,5,3.58351893845611
Apostol Santiago,Other,Private room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",30.0,1,0,3.4339872044851463
Valdefuentes,Apartment,Entire home/apt,4,1.5,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Essentials,Shampoo",60.0,2,25,4.110873864173311
Vista Alegre,Condominium,Private room,4,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",25.0,1,10,3.258096538021482
Puerta Bonita,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo",59.0,1,0,4.0943445622221
Buenavista,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials",85.0,1,0,4.454347296253507
Buenavista,Apartment,Entire home/apt,3,2.0,3.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Breakfast,Pets live on this property,Dog(s),Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",25.0,1,0,3.258096538021482
San Fermín,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo",21.0,1,0,3.091042453358316
Almendrales,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Breakfast,Pets live on this property,Cat(s),Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",36.0,2,10,3.6109179126442243
Moscardó,Apartment,Entire home/apt,6,1.5,3.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron",75.0,2,8,4.330733340286331
Zofío,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Iron",42.0,1,0,3.7612001156935624
Entrevías,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,First aid kit,Fire extinguisher,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance",17.0,1,5,2.8903717578961645
San Diego,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",50.0,2,5,3.9318256327243257
San Diego,House,Private room,1,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Indoor fireplace,Heating,Suitable for events,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room,Private entrance",23.0,1,0,3.1780538303479458
San Diego,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Washer,Fire extinguisher,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",39.0,1,0,3.6888794541139363
Palomeras Bajas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",40.0,1,0,3.713572066704308
Marroquina,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"TV,Wheelchair accessible,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo",50.0,1,0,3.9318256327243257
Media Legua,Other,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo",34.0,1,0,3.5553480614894135
Vinateros,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit",18.0,1,18,2.9444389791664403
Guindalera,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",70.0,1,0,4.2626798770413155
Guindalera,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",49.0,2,20,3.912023005428146
Guindalera,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_50",52.0,2,10,3.970291913552122
Lista,Other,Private room,2,2.0,1.0,1.0,Real Bed,"Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,1,30,3.58351893845611
Lista,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",95.0,1,0,4.564348191467836
Castellana,Apartment,Entire home/apt,5,2.5,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",100.0,4,20,4.61512051684126
Castellana,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Heating,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",49.0,1,0,3.912023005428146
Castellana,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",49.0,1,15,3.912023005428146
Castellana,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",60.0,1,0,4.110873864173311
El Viso,Apartment,Entire home/apt,8,2.0,3.0,6.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",75.0,2,20,4.330733340286331
El Viso,House,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Washer,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace",35.0,1,0,3.58351893845611
Niño Jesús,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",60.0,2,15,4.110873864173311
Recoletos,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron",65.0,1,0,4.189654742026425
Recoletos,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Shampoo,Hair dryer,Iron",19.0,1,10,2.995732273553991
Recoletos,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace",39.0,1,20,3.6888794541139363
Goya,Bed & Breakfast,Private room,2,3.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Doorman,Breakfast,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",35.0,1,0,3.58351893845611
Goya,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",60.0,1,0,4.110873864173311
Goya,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer",50.0,1,0,3.9318256327243257
Goya,Apartment,Entire home/apt,5,2.0,3.0,5.0,Real Bed,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer",120.0,5,0,4.795790545596741
Fuente del Berro,Loft,Entire home/apt,4,1.5,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in",75.0,2,10,4.330733340286331
Fuente del Berro,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,1,0,3.58351893845611
Sol,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",96.0,1,15,4.574710978503383
Sol,Guesthouse,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Pets allowed,Elevator in building,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",40.0,1,0,3.713572066704308
Sol,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",55.0,2,18,4.02535169073515
Sol,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"TV,Internet,Air conditioning,Kitchen,Washer / Dryer,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer",102.0,1,11,4.634728988229636
Sol,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Pool,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",79.0,1,0,4.382026634673881
Sol,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",75.0,1,0,4.330733340286331
Sol,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",48.0,2,10,3.8918202981106265
Sol,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron",140.0,3,12,4.948759890378168
Sol,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",59.0,2,18,4.0943445622221
Sol,Apartment,Entire home/apt,12,2.0,3.0,8.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Suitable for events,Washer,Safety card,Essentials",225.0,8,15,5.420534999272286
Sol,Apartment,Entire home/apt,16,2.0,4.0,16.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials",80.0,2,25,4.394449154672439
Imperial,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron",50.0,1,0,3.9318256327243257
Acacias,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",100.0,1,0,4.61512051684126
Acacias,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",55.0,1,0,4.02535169073515
Acacias,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo",65.0,1,0,4.189654742026425
Acacias,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Family/kid friendly,Washer,Essentials,Shampoo",65.0,1,0,4.189654742026425
Acacias,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo",45.0,1,0,3.828641396489095
Acacias,House,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Washer",33.0,1,0,3.5263605246161616
Recoletos,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",69.0,2,19,4.248495242049359
Goya,House,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Heating,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace",47.0,1,0,3.8712010109078907
Goya,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,1,0,3.58351893845611
